category,cardNumber,parallel,isAuto,printRun,player,parallelNote,rarity
base,1,Base,false,,Kirk Gibson
base,2,Base,false,,Goose Gossage
base,3,Base,false,,Willie McGee
base,4,Base,false,,George Bell
base,5,Base,false,,Tony Armas
base,6,Base,false,,Chili Davis
base,7,Base,false,,Cecil Cooper
base,8,Base,false,,Mike Boddicker
base,9,Base,false,,Davey Lopes
base,10,Base,false,,Bill Doran
base,11,Base,false,,Bret Saberhagen
base,12,Base,false,,Brett Butler
base,13,Base,false,,Harold Baines
base,14,Base,false,,Mike Davis
base,15,Base,false,,Tony Perez
base,16,Base,false,,Willie Randolph
base,17,Base,false,,Bob Boone
base,18,Base,false,,Orel Hershiser
base,19,Base,false,,Johnny Ray
base,20,Base,false,,Gary Ward
base,21,Base,false,,Rick Mahler
base,22,Base,false,,Phil Bradley
base,23,Base,false,,Jerry Koosman
base,24,Base,false,,Tom Brunansky
base,25,Base,false,,Andre Dawson
base,26,Base,false,,Dwight Gooden
base,27,Base,false,,Kal Daniels RR RC
base,28,Base,false,,Fred McGriff RR RC
base,29,Base,false,,Cory Snyder RR
base,30,Base,false,,Jose Guzman RR RC
base,31,Base,false,,Ty Gainey RR RC
base,32,Base,false,,Johnny Abrego RR RC
base,33,Base,false,,Andres Galarraga RR RC COR
base,33,Base,false,,Andres Galarraga RR ERR (Name misspelled Andre's)
base,34,Base,false,,Dave Shipanoff RR RC
base,35,Base,false,,Mark McLemore RR RC
base,36,Base,false,,Marty Clary RR RC
base,37,Base,false,,Paul O'Neill RR RC
base,38,Base,false,,Danny Tartabull RR
base,39,Base,false,,Jose Canseco RR RC
base,40,Base,false,,Juan Nieves RR RC
base,41,Base,false,,Lance McCullers RR RC
base,42,Base,false,,Rick Surhoff RR RC
base,43,Base,false,,Todd Worrell RR RC
base,44,Base,false,,Bob Kipper RR RC
base,45,Base,false,,John Habyan RR RC
base,46,Base,false,,Mike Woodard RR RC
base,47,Base,false,,Mike Boddicker
base,48,Base,false,,Robin Yount
base,49,Base,false,,Lou Whitaker
base,50,Base,false,,Dennis Boyd
base,51,Base,false,,Rickey Henderson
base,52,Base,false,,Mike Marshall
base,53,Base,false,,George Brett
base,54,Base,false,,Dave Kingman
base,55,Base,false,,Hubie Brooks
base,56,Base,false,,Oddibe McDowell
base,57,Base,false,,Doug DeCinces
base,58,Base,false,,Britt Burns
base,59,Base,false,,Ozzie Smith
base,60,Base,false,,Jose Cruz Sr.
base,61,Base,false,,Mike Schmidt
base,62,Base,false,,Pete Rose
base,63,Base,false,,Steve Garvey
base,64,Base,false,,Tony Pena
base,65,Base,false,,Chili Davis
base,66,Base,false,,Dale Murphy
base,67,Base,false,,Ryne Sandberg
base,68,Base,false,,Gary Carter
base,69,Base,false,,Alvin Davis
base,70,Base,false,,Kent Hrbek
base,71,Base,false,,George Bell
base,72,Base,false,,Kirby Puckett
base,73,Base,false,,Lloyd Moseby
base,74,Base,false,,Bob Kearney
base,75,Base,false,,Dwight Gooden
base,76,Base,false,,Gary Matthews Sr.
base,77,Base,false,,Rick Mahler
base,78,Base,false,,Benny Distefano
base,79,Base,false,,Jeff Leonard
base,80,Base,false,,Kevin McReynolds
base,81,Base,false,,Ron Oester
base,82,Base,false,,John Russell
base,83,Base,false,,Tommy Herr
base,84,Base,false,,Jerry Mumphrey
base,85,Base,false,,Ron Romanick
base,86,Base,false,,Daryl Boston
base,87,Base,false,,Andre Dawson
base,88,Base,false,,Eddie Murray
base,89,Base,false,,Dion James
base,90,Base,false,,Chet Lemon
base,91,Base,false,,Bob Stanley
base,92,Base,false,,Willie Randolph
base,93,Base,false,,Mike Scioscia
base,94,Base,false,,Tom Waddell
base,95,Base,false,,Danny Jackson
base,96,Base,false,,Mike Davis
base,97,Base,false,,Mike Fitzgerald
base,98,Base,false,,Gary Ward
base,99,Base,false,,Pete O'Brien
base,100,Base,false,,Bret Saberhagen
base,101,Base,false,,Alfredo Griffin
base,102,Base,false,,Brett Butler
base,103,Base,false,,Ron Guidry
base,104,Base,false,,Jerry Reuss
base,105,Base,false,,Jack Morris
base,106,Base,false,,Rick Dempsey
base,107,Base,false,,Ray Burris
base,108,Base,false,,Brian Downing
base,109,Base,false,,Willie McGee
base,110,Base,false,,Bill Doran
base,111,Base,false,,Kent Tekulve
base,112,Base,false,,Tony Gwynn
base,113,Base,false,,Marvell Wynne
base,114,Base,false,,David Green
base,115,Base,false,,Jim Gantner
base,116,Base,false,,George Foster
base,117,Base,false,,Steve Trout
base,118,Base,false,,Mark Langston
base,119,Base,false,,Tony Fernandez
base,120,Base,false,,John Butcher
base,121,Base,false,,Ron Robinson
base,122,Base,false,,Dan Spillner
base,123,Base,false,,Mike Young
base,124,Base,false,,Paul Molitor
base,125,Base,false,,Kirk Gibson
base,126,Base,false,,Ken Griffey Sr.
base,127,Base,false,,Tony Armas
base,128,Base,false,,Mariano Duncan RC
base,129,Base,false,,"Pat Tabler ""Mr. Clutch"""
base,130,Base,false,,Frank White
base,131,Base,false,,Carney Lansford
base,132,Base,false,,Vance Law
base,133,Base,false,,Dick Schofield
base,134,Base,false,,Wayne Tolleson
base,135,Base,false,,Greg Walker
base,136,Base,false,,Denny Walling
base,137,Base,false,,Ozzie Virgil
base,138,Base,false,,Ricky Horton
base,139,Base,false,,LaMarr Hoyt
base,140,Base,false,,Wayne Krenchicki
base,141,Base,false,,Glenn Hubbard
base,142,Base,false,,Cecilio Guante
base,143,Base,false,,Mike Krukow
base,144,Base,false,,Lee Smith
base,145,Base,false,,Edwin Nunez
base,146,Base,false,,Dave Stieb
base,147,Base,false,,Mike Smithson
base,148,Base,false,,Ken Dixon
base,149,Base,false,,Danny Darwin
base,150,Base,false,,Chris Pittaro
base,151,Base,false,,Bill Buckner RC
base,152,Base,false,,Mike Pagliarulo
base,153,Base,false,,Bill Russell
base,154,Base,false,,Brook Jacoby
base,155,Base,false,,Pat Sheridan
base,156,Base,false,,Mike Gallego RC
base,157,Base,false,,Jim Wohlford
base,158,Base,false,,Gary Pettis
base,159,Base,false,,Toby Harrah
base,160,Base,false,,Rich Dotson
base,161,Base,false,,Bob Knepper
base,162,Base,false,,Dave Dravecky
base,163,Base,false,,Greg Gross
base,164,Base,false,,Eric Davis
base,165,Base,false,,Gerald Perry
base,166,Base,false,,Rick Rhoden
base,167,Base,false,,Keith Moreland
base,168,Base,false,,Jack Clark
base,169,Base,false,,Storm Davis
base,170,Base,false,,Cecil Cooper
base,171,Base,false,,Alan Trammell
base,172,Base,false,,Roger Clemens
base,173,Base,false,,Don Mattingly
base,174,Base,false,,Pedro Guerrero
base,175,Base,false,,Willie Wilson
base,176,Base,false,,Dwayne Murphy
base,177,Base,false,,Tim Raines
base,178,Base,false,,Larry Parrish
base,179,Base,false,,Mike Witt
base,180,Base,false,,Harold Baines
base,181,Base,false,,Vince Coleman RC UER
base,182,Base,false,,Jeff Heathcock RC
base,183,Base,false,,Steve Carlton
base,184,Base,false,,Mario Soto
base,185,Base,false,,Goose Gossage
