category,cardNumber,parallel,isAuto,printRun,player,parallelNote
insert-dominance,19,,false,,Trae Young,
auto-sensational-signatures,SS-JJ,,true,,Jalen Johnson,
base,152,,false,,John Collins,
auto-fast-break-rookie-autographs,FBR-AJG,,true,,AJ Griffin,
base,164,,false,,Trae Young,
base,151,,false,,Justin Holiday,
insert-fearless,12,,false,,Trae Young,
base,146,,false,,Dejounte Murray,
insert-instant-impact,5,,false,,AJ Griffin,
auto-sensational-signatures,SS-AG,,true,,AJ Griffin,
base,162,,false,,Clint Capela,
insert-emergent,6,,false,,AJ Griffin,
insert-prizmatic,10,,false,,Trae Young,
auto-rookie-signatures,RSI-TYM,,true,,Tyrese Martin,
auto-fast-break-autographs,FB-DMH,,true,,Dejounte Murray,
auto-fast-break-autographs,FB-LWH,,true,,Lenny Wilkens,
auto-signatures,SIG-JJO,,true,,Jalen Johnson,
auto-sensational-signatures,SS-DM,,true,,Dejounte Murray,
base,241,,false,,Tyrese Martin,
base,163,,false,,Onyeka Okongwu,
base,248,,false,,AJ Griffin,
insert-fireworks,21,,false,,Trae Young,
base,158,,false,,Bogdan Bogdanovic,
base,157,,false,,Lou Williams,
base,154,,false,,De'Andre Hunter,
auto-rookie-signatures,RSI-AJG,,true,,AJ Griffin,
insert-rookie-penmanship,RP-TMA,,false,,Tyrese Martin,
base,279,,false,,Dominique Wilkins,
auto-signatures,SIG-MSM,,true,,Marcus Smart,
base,12,,false,,Derrick White,
insert-fearless,11,,false,,Jayson Tatum,
base,6,,false,,Malcolm Brogdon,
base,4,,false,,Al Horford,
base,3,,false,,Marcus Smart,
base,2,,false,,Jaylen Brown,
base,1,,false,,Robert Williams III,
insert-penmanship,PNM-BSC,,false,,Brian Scalabrine,
insert-penmanship,PNM-DEE,,false,,Dee Brown,
insert-penmanship,PNM-GHE,,false,,Gerald Henderson Sr.,
insert-penmanship,PNM-JSU,,false,,Jared Sullinger,
insert-widescreen,1,,false,,Jayson Tatum,
auto-fast-break-autographs,FB-PPC,,true,,Payton Pritchard,
auto-fast-break-autographs,FB-PPC,,true,,Paul Pierce,
auto-fast-break-autographs,FB-MSC,,true,,Marcus Smart,
insert-penmanship,PNM-KPE,,false,,Kendrick Perkins,
auto-fast-break-autographs,FB-JTC,,true,,Jayson Tatum,
insert-penmanship,PNM-RDV,,false,,Ricky Davis,
insert-fireworks,5,,false,,Jayson Tatum,
auto-fast-break-autographs,FB-AHC,,true,,Al Horford,
insert-prizmatic,4,,false,,Jayson Tatum,
insert-prizmatic,28,,false,,Jaylen Brown,
insert-dominance,11,,false,,Jayson Tatum,
auto-champion-signatures,CHS-LBI,,true,,Larry Bird,
auto-sensational-signatures,SS-RA,,true,,Ray Allen,
auto-champion-signatures,CHS-KGA,,true,,Kevin Garnett,
base,17,,false,,Jayson Tatum,
auto-champion-signatures,CHS-BOB,,true,,Bob Cousy,
auto-sensational-signatures,SS-PP,,true,,Paul Pierce,
base,272,,false,,Paul Pierce,
auto-sensational-signatures,SS-JQ,,true,,Jayson Tatum,
base,18,,false,,Patty Mills,
insert-fireworks,2,,false,,Kyrie Irving,
