category,cardNumber,parallel,isAuto,printRun,player,parallelNote
auto-autographs,47,,true,,Ivan Johnson,
auto-autographs,58,,true,,Kevin Willis,
base,250,,false,,John Jenkins,
base,9,,false,,Devin Harris,
base,125,,false,,Al Horford,
base,152,,false,,Pete Maravich,
base,50,,false,,Jeff Teague,
auto-autographs,75,,true,,Mike Scott,
base,100,,false,,Louis Williams,
base,188,,false,,Dominique Wilkins,
base,150,,false,,Josh Smith,
base,133,,false,,Jason Terry,
insert-finalists,33,,false,,Ray Allen,
base,258,,false,,Jared Sullinger,
insert-finalists,32,,false,,Kevin Garnett,
insert-finalists,31,,false,,Paul Pierce,
base,259,,false,,Fab Melo,
insert-finalists,30,,false,,Rajon Rondo,
auto-autographs,26,,true,,Jared Sullinger,
insert-most-valuable-players,20,,false,,Dave Cowens,
base,153,,false,,Bill Russell,
insert-most-valuable-players,14,,false,,Larry Bird,
base,180,,false,,Sam Jones,
insert-most-valuable-players,24,,false,,Bill Russell,
base,62,,false,,Brandon Bass,
base,2,,false,,Paul Pierce,
insert-finalists,16,,false,,Robert Parish,
insert-downtown-bound,18,,false,,Paul Pierce,
insert-finalists,13,,false,,Larry Bird,
auto-autographs,57,,true,,Fab Melo,
base,292,,false,,Kris Joseph,
base,33,,false,,Kevin Garnett,
insert-finalists,1,,false,,Bill Russell,
base,107,,false,,Rajon Rondo,
base,163,,false,,Larry Bird,
base,75,,false,,Avery Bradley,
auto-autographs,12,,true,,MarShon Brooks,
base,167,,false,,Derrick Coleman,
base,287,,false,,Tyshawn Taylor,
base,149,,false,,Joe Johnson,
auto-autographs,27,,true,,Kenny Anderson,
base,117,,false,,Brook Lopez,
base,87,,false,,Gerald Wallace,
insert-downtown-bound,20,,false,,Joe Johnson,
insert-downtown-bound,22,,false,,Deron Williams,
auto-autographs,64,,true,,Walter Berry,
auto-autographs,83,,true,,Tyshawn Taylor,
base,202,,false,,MarShon Brooks,
base,7,,false,,Deron Williams,
insert-most-valuable-players,19,,false,,Bob McAdoo,
base,58,,false,,Ramon Sessions,
auto-autographs,41,,true,,Kemba Walker,
base,225,,false,,Kemba Walker,
auto-autographs,6,,true,,Michael Kidd-Gilchrist,
base,129,,false,,Ben Gordon,
base,26,,false,,Brendan Haywood,
auto-autographs,92,,true,,Jeff Taylor,
base,213,,false,,Bismack Biyombo,
base,96,,false,,Tyrus Thomas,
base,277,,false,,Jeff Taylor,
base,273,,false,,Cory Higgins,
base,237,,false,,Michael Kidd-Gilchrist,
auto-autographs,74,,true,,Larry Johnson,
