category,cardNumber,parallel,isAuto,printRun,player,parallelNote
insert-penmanship,PE-TRY,,false,,Trae Young,
auto-fast-break-autographs,FBA-SWB,,true,,Spud Webb,
auto-fast-break-rookie-autographs,FR-OOK,,true,,Onyeka Okongwu,
insert-penmanship,PE-DOM,,false,,Dominique Wilkins,
insert-penmanship,PE-DJO,,false,,Damian Jones,
insert-penmanship,PE-DEB,,false,,DeAndre' Bembry,
insert-instant-impact,23,,false,,Onyeka Okongwu,
insert-fireworks,28,,false,,Trae Young,
base,260b,,false,,Onyeka Okongwu,
insert-sensational-swatches,SSW-JCL,,false,,John Collins,
base,28,,false,,John Collins,
insert-sensational-swatches,SSW-DEA,,false,,DeAndre' Bembry,
auto-signatures,SI-TRA,,true,,Trae Young,
insert-sensational-swatches,SSW-CCA,,false,,Clint Capela,
insert-downtown-bound,8,,false,,Trae Young,
base,255,,false,,Skylar Mays,
base,38,,false,,De'Andre Hunter,
base,42,,false,,Jeff Teague,
auto-sensational-signatures,SS-SMY,,true,,Skylar Mays,
auto-sensational-signatures,SS-OOG,,true,,Onyeka Okongwu,
auto-signatures,SI-JCO,,true,,John Collins,
base,11,,false,,DeAndre' Bembry,
auto-sensational-signatures,SS-KHU,,true,,Kevin Huerter,
auto-sensational-signatures,SS-JCO,,true,,John Collins,
insert-sophomore-stars,6,,false,,Cam Reddish,
base,64,,false,,Trae Young,
insert-emergent,25,,false,,Onyeka Okongwu,
insert-widescreen,7,,false,,Trae Young,
base,69,,false,,Clint Capela,
base,169,,false,,Cam Reddish,
auto-rookie-signatures,RS-SMY,,true,,Skylar Mays,
auto-rookie-signatures,RS-OOG,,true,,Onyeka Okongwu,
auto-fast-break-autographs,FBA-DAH,,true,,De'Andre Hunter,
auto-fast-break-autographs,FBA-DWL,,true,,Dominique Wilkins,
insert-rookie-penmanship,RP-SMY,,false,,Skylar Mays,
insert-rookie-penmanship,RP-OOG,,false,,Onyeka Okongwu,
base,260,,false,,Onyeka Okongwu,
insert-sensational-swatches,SSW-MBI,,false,,Mike Bibby,
insert-dominance,25,,false,,Trae Young,
insert-prizm,13,,false,,Trae Young,
base,107,,false,,Kevin Huerter,
auto-signatures,SI-TFL,,true,,Tacko Fall,
auto-fast-break-rookie-autographs,FR-PPT,,true,,Payton Pritchard,
auto-sensational-signatures,SS-ANS,,true,,Aaron Nesmith,
insert-downtown-bound,6,,false,,Jayson Tatum,
auto-fast-break-autographs,FBA-RAL,,true,,Ray Allen,
insert-fearless,4,,false,,Larry Bird,
auto-sensational-signatures,SS-LBI,,true,,Larry Bird,
insert-instant-impact,2,,false,,Aaron Nesmith,
auto-signatures,SI-BWL,,true,,Bill Walton,
insert-fireworks,27,,false,,Jayson Tatum,
base,257,,false,,Payton Pritchard,
auto-sensational-signatures,SS-JTU,,true,,Jayson Tatum,
insert-emergent,18,,false,,Payton Pritchard,
insert-fearless,12,,false,,Paul Pierce,
auto-fast-break-autographs,FBA-DRA,,true,,Dino Radja,
insert-sensational-swatches,SSW-JTA,,false,,Jayson Tatum,
base,189,,false,,Jaylen Brown,
auto-fast-break-autographs,FBA-LBI,,true,,Larry Bird,
auto-fast-break-autographs,FBA-BSC,,true,,Brian Scalabrine,
auto-rookie-signatures,RS-PPC,,true,,Payton Pritchard,
insert-sensational-swatches,SSW-JBR,,false,,Jaylen Brown,
insert-dominance,9,,false,,Jayson Tatum,
insert-sensational-swatches,SSW-LAB,,false,,Larry Bird,
base,282,,false,,Aaron Nesmith,
auto-signatures,SI-BSC,,true,,Brian Scalabrine,
base,35,,false,,Robert Williams III,
insert-rookie-penmanship,RP-ANS,,false,,Aaron Nesmith,
insert-sensational-swatches,SSW-XAM,,false,,Xavier McDaniel,
base,282b,,false,,Aaron Nesmith,
insert-rookie-penmanship,RP-PPC,,false,,Payton Pritchard,
base,212,,false,,Enes Kanter,
insert-downtown-bound,10,,false,,Kemba Walker,
base,47,,false,,Gordon Hayward,
insert-dominance,13,,false,,Kemba Walker,
insert-prizm,9,,false,,Jayson Tatum,
auto-sensational-signatures,SS-PPC,,true,,Payton Pritchard,
insert-penmanship,PE-PPI,,false,,Paul Pierce,
auto-sensational-signatures,SS-XAV,,true,,Xavier McDaniel,
auto-rookie-signatures,RS-ANS,,true,,Aaron Nesmith,
auto-fast-break-autographs,FBA-THE,,true,,Tom Heinsohn,
auto-fast-break-rookie-autographs,FR-ANS,,true,,Aaron Nesmith,
insert-emergent,11,,false,,Aaron Nesmith,
auto-sensational-signatures,SS-GHA,,true,,Gordon Hayward,
base,119,,false,,Jayson Tatum,
auto-sensational-signatures,SS-DRA,,true,,Dino Radja,
base,121,,false,,Daniel Theis,
base,122,,false,,Kemba Walker,
base,97,,false,,Marcus Smart,
base,81,,false,,Kevin Durant,
base,162,,false,,Caris LeVert,
insert-sensational-swatches,SSW-ABA,,false,,Andrea Bargnani,
insert-dominance,14,,false,,Kevin Durant,
base,45,,false,,Joe Harris,
insert-downtown-bound,23,,false,,Kyrie Irving,
insert-sensational-swatches,SSW-SDW,,false,,Spencer Dinwiddie,
auto-sensational-signatures,SS-JOE,,true,,Joe Harris,
base,12,,false,,Spencer Dinwiddie,
auto-sensational-signatures,SS-JAL,,true,,Jarrett Allen,
auto-fast-break-autographs,FBA-KDU,,true,,Kevin Durant,
insert-prizm,4,,false,,Kevin Durant,
insert-dominance,16,,false,,Kyrie Irving,
auto-fast-break-autographs,FBA-SDW,,true,,Spencer Dinwiddie,
insert-prizm,12,,false,,Kyrie Irving,
insert-penmanship,PE-OTB,,false,,Otis Birdsong,
insert-penmanship,PE-NCL,,false,,Nicolas Claxton,
base,150,,false,,Taurean Prince,
base,144,,false,,Jarrett Allen,
base,130,,false,,DeAndre Jordan,
insert-fireworks,20,,false,,Kyrie Irving,
insert-fireworks,19,,false,,Kevin Durant,
insert-fearless,9,,false,,Kyrie Irving,
