category,cardNumber,parallel,isAuto,printRun,player,parallelNote
insert-luck-of-the-lottery,15,,false,,Class of 2019,
insert-instant-impact,18,,false,,Cam Reddish,
auto-fast-break-rookie-autographs,FR-CRD,,true,,Cam Reddish,
auto-fast-break-rookie-autographs,FR-DAH,,true,,De'Andre Hunter,
auto-sensational-signatures,SS-BFD,,true,,Bruno Fernando,
auto-sensational-signatures,SS-CRD,,true,,Cam Reddish,
auto-base-signatures,31,,true,,Trae Young,
auto-base-signatures,32,,true,,John Collins,
insert-sensational-swatches,SS-ACR,,false,,Allen Crabbe,
insert-sensational-swatches,SS-BFO,,false,,Bruno Fernando,
auto-base-signatures,38,,true,,Alex Len,
auto-rookie-signatures,RS-CRD,,true,,Cam Reddish,
auto-rookie-signatures,RS-DAH,,true,,De'Andre Hunter,
auto-sensational-signatures,SS-DAH,,true,,De'Andre Hunter,
insert-instant-impact,4,,false,,De'Andre Hunter,
insert-sensational-swatches,SS-CMR,,false,,Cam Reddish,
insert-fireworks,25,,false,,Trae Young,
auto-base-signatures,119,,true,,Evan Turner,
auto-sensational-signatures,SS-DWL,,true,,Dominique Wilkins,
insert-rookie-penmanship,RP-JXH,,false,,Jaxson Hayes,
insert-sensational-swatches,SS-DAH,,false,,De'Andre Hunter,
insert-fearless,15,,false,,Dominique Wilkins,
insert-fearless,10,,false,,Vince Carter,
insert-emergent,9,,false,,De'Andre Hunter,
base,251,,false,,De'Andre Hunter,
auto-base-signatures,200,,true,,Allen Crabbe,
insert-sensational-swatches,SS-EVT,,false,,Evan Turner,
insert-luck-of-the-lottery,10,,false,,Cam Reddish,
base,256,,false,,Cam Reddish,
base,256b,,false,,Cam Reddish,
auto-base-signatures,277,,true,,Bruno Fernando,
base,200,,false,,Allen Crabbe,
base,238,,false,,Jabari Parker,
base,140,,false,,Chandler Parsons,
insert-rookie-penmanship,RP-CRD,,false,,Cam Reddish,
auto-fast-break-autographs,FB-TYG,,true,,Trae Young,
auto-sensational-signatures,SS-KWL,,true,,Kevin Willis,
auto-fast-break-autographs,FB-VCT,,true,,Vince Carter,
insert-luck-of-the-lottery,4,,false,,De'Andre Hunter,
auto-base-signatures,256,,true,,Cam Reddish,
auto-base-signatures,251,,true,,De'Andre Hunter,
auto-signatures,SG-ALN,,true,,Alex Len,
auto-fast-break-rookie-autographs,FR-BFN,,true,,Bruno Fernando,
insert-rookie-penmanship,RP-BFN,,false,,Bruno Fernando,
auto-rookie-signatures,RS-BFN,,true,,Bruno Fernando,
base,31,,false,,Trae Young,
base,32,,false,,John Collins,
base,33,,false,,Vince Carter,
base,34,,false,,Kevin Huerter,
base,277,,false,,Bruno Fernando,
insert-dominance,25,,false,,Trae Young,
base,119,,false,,Evan Turner,
base,38,,false,,Alex Len,
base,251b,,false,,De'Andre Hunter,
insert-emergent,3,,false,,Cam Reddish,
auto-sensational-signatures,SS-JMR,,true,,Jack Marin,
insert-penmanship,PM-KMH,,false,,Kevin McHale,
insert-rookie-penmanship,RP-CEW,,false,,Carsen Edwards,
auto-signatures,SG-DCY,,true,,Don Chaney,
auto-signatures,SG-EKT,,true,,Enes Kanter,
insert-emergent,15,,false,,Romeo Langford,
auto-sensational-signatures,SS-LBD,,true,,Larry Bird,
auto-sensational-signatures,SS-DBS,,true,,Dana Barros,
insert-penmanship,PM-MLC,,false,,M.L. Carr,
auto-fast-break-autographs,FB-CMX,,true,,Cedric Maxwell,
insert-far-out,22,,false,,Jayson Tatum,
auto-base-signatures,286,,true,,Tremont Waters,
auto-fast-break-autographs,FB-PPC,,true,,Paul Pierce,
