category,cardNumber,parallel,isAuto,printRun,player,parallelNote
auto-autographs,81,,true,,Kent Bazemore,
auto-autographs,96,,true,,Taurean Prince,
insert-rookie-jerseys,11,,false,,Taurean Prince,
insert-rookie-jerseys,91,,false,,Taurean Prince,
auto-rookie-signatures,19,,true,,DeAndre' Bembry,
insert-all-day-ruby-wave,5,,false,,Kyle Korver,
base,80,,false,,Jarrett Jack,
base,79,,false,,Thabo Sefolosha,
base,78,,false,,Taurean Prince,
base,77,,false,,DeAndre' Bembry,
auto-rookie-signatures,11,,true,,Taurean Prince,
base,76,,false,,Kris Humphries,
insert-all-day,5,,false,,Kyle Korver,
insert-rookie-jerseys,99,,false,,DeAndre' Bembry,
base,75,,false,,Kent Bazemore,
base,74,,false,,Kyle Korver,
base,73,,false,,Paul Millsap,
insert-rookie-jerseys,51,,false,,Taurean Prince,
base,72,,false,,Dennis Schroder,
base,71,,false,,Dwight Howard,
auto-autographs,10,,true,,Walter Tavares,
insert-rookie-jerseys,59,,false,,DeAndre' Bembry,
auto-autographs,68,,true,,Dikembe Mutombo,
insert-rookie-jerseys,19,,false,,DeAndre' Bembry,
auto-autographs,70,,true,,Spud Webb,
insert-rookie-jerseys,33,,false,,Demetrius Jackson,
insert-first-step-ruby-wave,8,,false,,Isaiah Thomas,
auto-rookie-signatures,2,,true,,Jaylen Brown,
insert-go-hard-or-go-home,10,,false,,Isaiah Thomas,
insert-rookie-jerseys,83,,false,,Jaylen Brown,
insert-go-hard-or-go-home-ruby-wave,10,,false,,Isaiah Thomas,
insert-rookie-jerseys,3,,false,,Jaylen Brown,
insert-go-hard-or-go-home,10,,false,,Isaiah Thomas,
insert-rookie-jerseys,73,,false,,Demetrius Jackson,
base,41,,false,,Al Horford,
base,42,,false,,Isaiah Thomas,
base,43,,false,,Avery Bradley,
base,44,,false,,Jaylen Brown,
base,45,,false,,Jae Crowder,
base,46,,false,,Marcus Smart,
base,47,,false,,Kelly Olynyk,
base,48,,false,,Ben Bentil,
base,49,,false,,Terry Rozier,
base,50,,false,,Jordan Mickey,
auto-autographs,82,,true,,Jae Crowder,
auto-autographs,28,,true,,Kelly Olynyk,
auto-autographs,87,,true,,Jaylen Brown,
auto-autographs,75,,true,,Jordan Mickey,
auto-veteran-signatures,16,,true,,Isaiah Thomas,
auto-autographs,49,,true,,Tony Delk,
insert-rookie-jerseys,43,,false,,Jaylen Brown,
auto-rookie-signatures,45,,true,,Ben Bentil,
auto-rookie-signatures,38,,true,,Demetrius Jackson,
insert-first-step,8,,false,,Isaiah Thomas,
base,163,,false,,Brook Lopez,
base,165,,false,,Caris LeVert,
base,167,,false,,Trevor Booker,
base,161,,false,,Jeremy Lin,
