category,cardNumber,parallel,isAuto,printRun,player,parallelNote
auto-rookie-signatures,RS-RHJ,,true,,Rondae Hollis-Jefferson,
auto-rookie-signatures,RS-SJ,,true,,Stanley Johnson,
auto-rookie-signatures,RS-BP,,true,,Bobby Portis,
base,28,,false,,Al Horford,
auto-prizm-autographs,P-CLT,,true,,Christian Laettner,
base,48,,false,,Paul Millsap,
base,38,,false,,Kyle Korver,
base,8,,false,,Tim Hardaway Jr.,
base,289,,false,,Shareef Abdur-Rahim,
auto-prizm-autographs,P-MMC,,true,,Mike Muscala,
base,327,,false,,Terran Petteway,
base,344,,false,,Walter Tavares,
base,358,,false,,Al Horford,
base,68,,false,,Dennis Schroder,
base,360,,false,,Kyle Korver,
base,18,,false,,Tiago Splitter,
base,255,,false,,Dikembe Mutombo,
base,361,,false,,Paul Millsap,
base,362,,false,,Jeff Teague,
auto-prizm-autographs,P-DWK,,true,,Dominique Wilkins,
base,157,,false,,Thabo Sefolosha,
base,275,,false,,Dominique Wilkins,
base,58,,false,,Jeff Teague,
insert-emergent,25,,false,,Walter Tavares,
base,261,,false,,Larry Bird,
auto-prizm-autographs,P-RPR,,true,,Robert Parish,
base,17,,false,,Jae Crowder,
auto-prizm-autographs,P-JMK,,true,,Jordan Mickey,
auto-prizm-autographs,P-DRJ,,true,,Dino Radja,
auto-prizm-autographs,P-DNS,,true,,Don Nelson,
auto-prizm-autographs,P-DCW,,true,,Dave Cowens,
auto-prizm-autographs,P-AWK,,true,,Antoine Walker,
insert-emergent,9,,false,,Terry Rozier,
base,57,,false,,Kelly Olynyk,
base,341,,false,,Jordan Mickey,
base,338,,false,,Terry Rozier,
base,78,,false,,David Lee,
base,311,,false,,R.J. Hunter,
base,88,,false,,Amir Johnson,
base,98,,false,,Avery Bradley,
base,266,,false,,Dino Radja,
base,264,,false,,Robert Parish,
base,249,,false,,Kevin McHale,
base,108,,false,,Tyler Zeller,
base,118,,false,,Evan Turner,
base,128,,false,,Jared Sullinger,
base,138,,false,,Marcus Smart,
auto-rookie-signatures,RS-RH,,true,,Richaun Holmes,
base,148,,false,,Wayne Ellington,
auto-prizm-autographs,P-KVH,,true,,Keith Van Horn,
auto-prizm-autographs,P-BBD,,true,,Bojan Bogdanovic,
base,167,,false,,Jarrett Jack,
base,198,,false,,Markel Brown,
insert-emergent,13,,false,,Rondae Hollis-Jefferson,
base,267,,false,,Jason Kidd,
base,168,,false,,Thomas Robinson,
base,188,,false,,Brook Lopez,
base,178,,false,,Joe Johnson,
base,208,,false,,Bojan Bogdanovic,
base,158,,false,,Shane Larkin,
base,330,,false,,Rondae Hollis-Jefferson,
base,307,,false,,Ryan Boatright,
base,321,,false,,Chris McCullough,
base,251,,false,,Drazen Petrovic,
base,12,,false,,Al Jefferson,
base,319,,false,,Aaron Harrison,
base,314,,false,,Frank Kaminsky,
base,10,,false,,Michael Kidd-Gilchrist,
base,2,,false,,Marvin Williams,
base,298,,false,,Eddie Jones,
auto-prizm-autographs,P-CZL,,true,,Cody Zeller,
base,218,,false,,Spencer Hawes,
base,228,,false,,Nicolas Batum,
insert-emergent,22,,false,,Frank Kaminsky,
base,238,,false,,Kemba Walker,
base,243,,false,,Alonzo Mourning,
base,20,,false,,Jeremy Lin,
auto-prizm-autographs,P-MBG,,true,,Muggsy Bogues,
base,77,,false,,Tyler Hansbrough,
base,287,,false,,Vlade Divac,
base,27,,false,,Cody Zeller,
auto-prizm-autographs,P-AGM,,true,,Artis Gilmore,
insert-emergent,3,,false,,Bobby Portis,
base,396,,false,,Jimmy Butler,
base,384,,false,,Pau Gasol,
base,357,,false,,Jimmy Butler,
base,353,,false,,Pau Gasol,
base,183,,false,,Mike Dunleavy Jr.,
base,326,,false,,Bobby Portis,
base,87,,false,,Aaron Brooks,
base,173,,false,,Derrick Rose,
base,280,,false,,Jalen Rose,
base,143,,false,,Pau Gasol,
base,245,,false,,Dennis Rodman,
base,242,,false,,Scottie Pippen,
base,153,,false,,Jimmy Butler,
base,163,,false,,Joakim Noah,
base,207,,false,,Tony Snell,
base,203,,false,,Nikola Mirotic,
base,193,,false,,Taj Gibson,
auto-prizm-autographs,P-BCW,,true,,Bill Cartwright,
auto-prizm-autographs,P-BPT,,true,,Bobby Portis,
insert-point-men,9,,false,,Derrick Rose,
insert-fireworks,28,,false,,Derrick Rose,
insert-fireworks,8,,false,,Joakim Noah,
auto-prizm-autographs,P-ASM,,true,,Adrian Smith,
base,165,,false,,Matthew Dellavedova,
base,135,,false,,Kevin Love,
auto-prizm-autographs,P-KIV,,true,,Kyrie Irving,
base,115,,false,,Kyrie Irving,
base,387,,false,,Kyrie Irving,
base,125,,false,,LeBron James,
insert-point-men,11,,false,,Kyrie Irving,
insert-fireworks,9,,false,,LeBron James,
insert-fireworks,31,,false,,Kevin Love,
insert-fireworks,7,,false,,Kyrie Irving,
base,175,,false,,Timofey Mozgov,
base,155,,false,,J.R. Smith,
auto-prizm-autographs,P-MDL,,true,,Matthew Dellavedova,
base,145,,false,,Tristan Thompson,
base,352,,false,,LeBron James,
base,359,,false,,Kyrie Irving,
auto-veteran-signatures,VS-KI,,true,,Kyrie Irving,
base,375,,false,,LeBron James,
base,371,,false,,Dirk Nowitzki,
insert-point-men,13,,false,,Jason Kidd,
base,50,,false,,Dirk Nowitzki,
insert-fireworks,15,,false,,Dirk Nowitzki,
base,60,,false,,Chandler Parsons,
base,303,,false,,Justin Anderson,
base,90,,false,,Zaza Pachulia,
base,30,,false,,Deron Williams,
base,80,,false,,J.J. Barea,
base,40,,false,,Wesley Matthews,
auto-prizm-autographs,P-JAN,,true,,Justin Anderson,
insert-emergent,21,,false,,Justin Anderson,
base,276,,false,,Michael Finley,
base,70,,false,,Devin Harris,
base,83,,false,,Wilson Chandler,
base,93,,false,,Kenneth Faried,
base,103,,false,,Danilo Gallinari,
base,113,,false,,J.J. Hickson,
base,123,,false,,Jusuf Nurkic,
base,133,,false,,Randy Foye,
base,227,,false,,Jameer Nelson,
base,263,,false,,Antonio McDyess,
base,316,,false,,Emmanuel Mudiay,
base,335,,false,,Nikola Jokic,
insert-emergent,2,,false,,Emmanuel Mudiay,
auto-prizm-autographs,P-EMD,,true,,Emmanuel Mudiay,
auto-prizm-autographs,P-RLF,,true,,Raef LaFrentz,
auto-rookie-signatures,RS-EM,,true,,Emmanuel Mudiay,
base,130,,false,,Jodie Meeks,
base,282,,false,,Richard Hamilton,
base,110,,false,,Marcus Morris,
auto-prizm-autographs,P-JDM,,true,,Joe Dumars,
base,250,,false,,Chauncey Billups,
auto-prizm-autographs,P-JSK,,true,,Jerry Stackhouse,
base,320,,false,,Stanley Johnson,
base,140,,false,,Andre Drummond,
base,257,,false,,Isiah Thomas,
auto-prizm-autographs,P-KCP,,true,,Kentavious Caldwell-Pope,
base,150,,false,,Brandon Jennings,
base,120,,false,,Kentavious Caldwell-Pope,
base,345,,false,,Darrun Hilliard,
base,291,,false,,Joe Dumars,
base,160,,false,,Reggie Jackson,
base,100,,false,,Ersan Ilyasova,
base,7,,false,,Aron Baynes,
insert-emergent,12,,false,,Stanley Johnson,
insert-point-men,5,,false,,Isiah Thomas,
base,295,,false,,Grant Hill,
auto-rookie-signatures,RS-JO,,true,,Jahlil Okafor,
auto-rookie-signatures,RS-TJ,,true,,Tyus Jones,
auto-rookie-signatures,RS-JW,,true,,Justise Winslow,
auto-rookie-signatures,RS-TH,,true,,Tyler Harvey,
auto-rookie-signatures,RS-RJH,,true,,R.J. Hunter,
insert-emergent,27,,false,,Kevon Looney,
base,377,,false,,Stephen Curry,
base,180,,false,,Klay Thompson,
base,373,,false,,Klay Thompson,
base,190,,false,,Draymond Green,
base,400,,false,,Stephen Curry,
base,137,,false,,Leandro Barbosa,
auto-veteran-signatures,VS-KT,,true,,Klay Thompson,
base,210,,false,,Andrew Bogut,
insert-fireworks,16,,false,,Klay Thompson,
insert-fireworks,1,,false,,Andre Iguodala,
base,391,,false,,Draymond Green,
base,364,,false,,Stephen Curry,
base,230,,false,,Marreese Speights,
base,19,,false,,Jason Thompson,
base,388,,false,,Klay Thompson,
base,170,,false,,Stephen Curry,
base,397,,false,,Andrew Bogut,
base,220,,false,,Shaun Livingston,
insert-point-men,3,,false,,Stephen Curry,
insert-fireworks,3,,false,,Stephen Curry,
base,200,,false,,Andre Iguodala,
base,346,,false,,Kevon Looney,
base,273,,false,,Chris Mullin,
base,35,,false,,Jason Terry,
base,5,,false,,Donatas Motiejunas,
auto-prizm-autographs,P-VMW,,true,,Vernon Maxwell,
auto-prizm-autographs,P-SDK,,true,,Sam Dekker,
insert-emergent,29,,false,,Sam Dekker,
base,269,,false,,Steve Francis,
base,73,,false,,Ty Lawson,
base,378,,false,,James Harden,
auto-prizm-autographs,P-MHR,,true,,Montrezl Harrell,
insert-fireworks,5,,false,,James Harden,
base,262,,false,,Yao Ming,
base,15,,false,,Patrick Beverley,
base,260,,false,,Moses Malone,
base,369,,false,,James Harden,
insert-fireworks,13,,false,,Dwight Howard,
base,331,,false,,Montrezl Harrell,
base,339,,false,,Sam Dekker,
base,213,,false,,James Harden,
auto-prizm-autographs,P-JLC,,true,,John Lucas,
base,233,,false,,Trevor Ariza,
