category,cardNumber,parallel,isAuto,printRun,player,parallelNote
base,170,,false,,Dominique Wilkins,
insert-jerseys,79,,false,,Adreian Payne,
base,71,,false,,Dennis Schroder,
base,264,,false,,Adreian Payne,
auto-autographs,62,,true,,Dennis Schroder,
insert-sp-s,44,,false,,Adreian Payne,
auto-autographs,50,,true,,Jim Jackson,
insert-jerseys,9,,false,,Al Horford,
auto-rookie-autographs,18,,true,,Adreian Payne,
auto-autographs,97,,true,,Adreian Payne,
base,130,,false,,Paul Millsap,
base,146,,false,,Kyle Korver,
base,247,,false,,Spud Webb,
auto-autographs,48,,true,,Kevin Willis,
base,212,,false,,Kevin Willis,
insert-jerseys,54,,false,,Thabo Sefolosha,
base,75,,false,,Jeff Teague,
insert-sp-s,30,,false,,Pete Maravich,
base,7,,false,,Al Horford,
auto-autographs,67,,true,,Dominique Wilkins,
base,217,,false,,Dave Cowens,
base,215,,false,,Bob Cousy,
insert-sp-s,45,,false,,James Young,
base,213,,false,,Antoine Walker,
auto-autographs,72,,true,,Vitor Faverani,
insert-sp-s,36,,false,,Marcus Smart,
base,157,,false,,Sam Jones,
base,179,,false,,Robert Parish,
auto-autographs,55,,true,,John Havlicek,
insert-sp-s,25,,false,,Larry Bird,
base,265,,false,,James Young,
insert-sp-s,23,,false,,Bill Russell,
auto-autographs,89,,true,,James Young,
base,150,,false,,Rajon Rondo,
insert-freshman-phenoms,6,,false,,Marcus Smart,
base,286,,false,,Dwight Powell,
base,29,,false,,Brandon Bass,
base,137,,false,,Avery Bradley,
base,35,,false,,Jared Sullinger,
auto-rookie-autographs,35,,true,,Dwight Powell,
auto-autographs,6,,true,,John Thompson,
base,232,,false,,Larry Bird,
auto-autographs,7,,true,,Kevin McHale,
base,230,,false,,John Havlicek,
base,256,,false,,Marcus Smart,
auto-rookie-autographs,14,,true,,James Young,
auto-autographs,56,,true,,Jared Sullinger,
auto-rookie-autographs,4,,true,,Marcus Smart,
insert-representatives,17,,false,,Larry Bird,
base,195,,false,,Bill Russell,
insert-jerseys,17,,false,,Jared Sullinger,
base,65,,false,,Jeff Green,
auto-autographs,64,,true,,Phil Pressey,
insert-jerseys,80,,false,,James Young,
auto-autographs,80,,true,,Marcus Smart,
insert-jerseys,71,,false,,Marcus Smart,
base,202,,false,,Kevin McHale,
base,206,,false,,Paul Silas,
base,293,,false,,Bojan Bogdanovic,
base,58,,false,,Brook Lopez,
auto-rookie-autographs,37,,true,,Cory Jefferson,
auto-rookie-autographs,36,,true,,Markel Brown,
insert-representatives,5,,false,,Andrei Kirilenko,
base,96,,false,,Kevin Garnett,
base,81,,false,,Deron Williams,
insert-jerseys,20,,false,,Kevin Garnett,
insert-jerseys,100,,false,,Markel Brown,
insert-jerseys,90,,false,,Cory Jefferson,
base,285,,false,,Markel Brown,
insert-jerseys,43,,false,,Deron Williams,
base,295,,false,,Cory Jefferson,
auto-autographs,40,,true,,Brook Lopez,
auto-autographs,11,,true,,Joe Johnson,
insert-jerseys,22,,false,,Mirza Teletovic,
auto-autographs,70,,true,,Pearl Washington,
insert-jerseys,38,,false,,Joe Johnson,
base,125,,false,,Joe Johnson,
base,259,,false,,Noah Vonleh,
auto-autographs,83,,true,,Noah Vonleh,
auto-autographs,18,,true,,Glen Rice,
base,56,,false,,Kemba Walker,
insert-sp-s,39,,false,,Noah Vonleh,
base,242,,false,,Larry Johnson,
base,139,,false,,Cody Zeller,
base,63,,false,,Gerald Henderson,
auto-rookie-autographs,8,,true,,Noah Vonleh,
base,148,,false,,Michael Kidd-Gilchrist,
insert-jerseys,74,,false,,Noah Vonleh,
auto-rookie-autographs,28,,true,,P.J. Hairston,
base,38,,false,,Lance Stephenson,
auto-autographs,19,,true,,Cody Zeller,
insert-jerseys,88,,false,,P.J. Hairston,
base,17,,false,,Al Jefferson,
base,272,,false,,P.J. Hairston,
insert-sp-s,41,,false,,Doug McDermott,
base,181,,false,,Toni Kukoc,
insert-sp-s,27,,false,,Scottie Pippen,
insert-sp-s,19,,false,,Derrick Rose,
auto-rookie-autographs,13,,true,,Doug McDermott,
insert-representatives,18,,false,,Scottie Pippen,
base,225,,false,,Bob Love,
base,261,,false,,Doug McDermott,
insert-jerseys,76,,false,,Doug McDermott,
base,218,,false,,Scottie Pippen,
insert-jerseys,52,,false,,Pau Gasol,
insert-jerseys,44,,false,,Taj Gibson,
base,300,,false,,Nikola Mirotic,
base,95,,false,,Jimmy Butler,
insert-jerseys,40,,false,,Kirk Hinrich,
base,101,,false,,Derrick Rose,
base,105,,false,,Joakim Noah,
base,110,,false,,Pau Gasol,
base,201,,false,,Jerry Sloan,
insert-jerseys,18,,false,,Jimmy Butler,
base,132,,false,,Taj Gibson,
base,297,,false,,Cameron Bairstow,
insert-freshman-phenoms,9,,false,,Doug McDermott,
insert-fireworks,13,,false,,Derrick Rose,
auto-autographs,87,,true,,Doug McDermott,
base,250,,false,,Austin Carr,
base,111,,false,,Dion Waiters,
insert-jerseys,30,,false,,Kevin Love,
auto-autographs,37,,true,,Kevin Love,
base,276,,false,,Joe Harris,
base,48,,false,,LeBron James,
insert-jerseys,7,,false,,James Jones,
insert-representatives,9,,false,,LeBron James,
insert-superstars,1,,false,,LeBron James,
auto-autographs,45,,true,,Kyrie Irving,
insert-superstars,4,,false,,Kyrie Irving,
auto-rookie-autographs,38,,true,,Joe Harris,
insert-sp-s,10,,false,,LeBron James,
auto-autographs,60,,true,,Ron Harper,
insert-fireworks,12,,false,,Kyrie Irving,
insert-fireworks,10,,false,,Kevin Love,
base,249,,false,,Craig Ehlo,
insert-fireworks,4,,false,,LeBron James,
insert-sp-s,16,,false,,Kevin Love,
base,18,,false,,Kyrie Irving,
insert-sp-s,18,,false,,Kyrie Irving,
base,214,,false,,Mark Price,
base,106,,false,,Kevin Love,
base,84,,false,,Tristan Thompson,
base,82,,false,,Shawn Marion,
auto-autographs,54,,true,,Matthew Dellavedova,
insert-jerseys,26,,false,,Kyrie Irving,
insert-jerseys,93,,false,,Joe Harris,
insert-representatives,2,,false,,Kevin Love,
base,57,,false,,Anderson Varejao,
base,114,,false,,Tyson Chandler,
insert-jerseys,4,,false,,Raymond Felton,
insert-fireworks,5,,false,,Dirk Nowitzki,
insert-jerseys,31,,false,,Chandler Parsons,
insert-jerseys,64,,false,,Tyson Chandler,
auto-autographs,24,,true,,Jae Crowder,
base,199,,false,,Sam Perkins,
base,121,,false,,Dirk Nowitzki,
auto-autographs,51,,true,,Monta Ellis,
auto-autographs,27,,true,,Jason Kidd,
base,138,,false,,Monta Ellis,
insert-sp-s,1,,false,,Dirk Nowitzki,
auto-autographs,31,,true,,Michael Finley,
base,15,,false,,Jameer Nelson,
base,99,,false,,Chandler Parsons,
insert-jerseys,63,,false,,Dirk Nowitzki,
auto-autographs,2,,true,,Brandan Wright,
base,194,,false,,Mark Aguirre,
base,246,,false,,Detlef Schrempf,
base,164,,false,,Alex English,
base,55,,false,,JaVale McGee,
base,267,,false,,Gary Harris,
base,2,,false,,Randy Foye,
base,11,,false,,Danilo Gallinari,
auto-rookie-autographs,15,,true,,Gary Harris,
base,66,,false,,Kenneth Faried,
insert-jerseys,82,,false,,Gary Harris,
insert-jerseys,53,,false,,Dikembe Mutombo,
insert-jerseys,47,,false,,JaVale McGee,
base,94,,false,,Ty Lawson,
base,127,,false,,Arron Afflalo,
auto-autographs,84,,true,,Gary Harris,
base,160,,false,,Dikembe Mutombo,
insert-sp-s,47,,false,,Gary Harris,
auto-autographs,28,,true,,JaVale McGee,
auto-autographs,10,,true,,David Thompson,
base,289,,false,,Erick Green,
base,280,,false,,Jusuf Nurkic,
base,186,,false,,Bill Laimbeer,
base,221,,false,,Joe Dumars,
base,76,,false,,Kentavious Caldwell-Pope,
insert-jerseys,28,,false,,Jodie Meeks,
