category,cardNumber,parallel,isAuto,printRun,player,rarity
base,1,Bronze Refractor,false,,Barry Bonds,Bronze
base,2,Bronze Refractor,false,,Ryne Sandberg,Bronze
base,3,Bronze Refractor,false,,Brian Jordan,Bronze
base,4,Bronze Refractor,false,,Rocky Coppinger,Bronze
base,5,Bronze Refractor,false,,Dante Bichette,Bronze
base,6,Bronze Refractor,false,,Al Martin,Bronze
base,7,Bronze Refractor,false,,Charles Nagy,Bronze
base,8,Bronze Refractor,false,,Otis Nixon,Bronze
base,9,Bronze Refractor,false,,Mark Johnson,Bronze
base,10,Bronze Refractor,false,,Jeff Bagwell,Bronze
base,11,Bronze Refractor,false,,Ken Hill,Bronze
base,12,Bronze Refractor,false,,Willie Adams,Bronze
base,13,Bronze Refractor,false,,Raul Mondesi,Bronze
base,14,Bronze Refractor,false,,Reggie Sanders,Bronze
base,15,Bronze Refractor,false,,Derek Jeter,Bronze
base,16,Bronze Refractor,false,,Jermaine Dye,Bronze
base,17,Bronze Refractor,false,,Edgar Renteria,Bronze
base,18,Bronze Refractor,false,,Travis Fryman,Bronze
base,19,Bronze Refractor,false,,Roberto Hernandez,Bronze
base,20,Bronze Refractor,false,,Sammy Sosa,Bronze
base,21,Bronze Refractor,false,,Garret Anderson,Bronze
base,22,Bronze Refractor,false,,Rey Ordonez,Bronze
base,23,Bronze Refractor,false,,Glenallen Hill,Bronze
base,24,Bronze Refractor,false,,Dave Nilsson,Bronze
base,25,Bronze Refractor,false,,Kevin Brown,Bronze
base,26,Bronze Refractor,false,,Brian McRae,Bronze
base,27,Bronze Refractor,false,,Joey Hamilton,Bronze
base,28,Bronze Refractor,false,,Jamey Wright,Bronze
base,29,Bronze Refractor,false,,Frank Thomas,Bronze
base,30,Bronze Refractor,false,,Mark McGwire,Bronze
base,31,Bronze Refractor,false,,Ramon Martinez,Bronze
base,32,Bronze Refractor,false,,Jaime Bluma,Bronze
base,33,Bronze Refractor,false,,Frank Rodriguez,Bronze
base,34,Bronze Refractor,false,,Andy Benes,Bronze
base,35,Bronze Refractor,false,,Jay Buhner,Bronze
base,36,Bronze Refractor,false,,Justin Thompson,Bronze
base,37,Bronze Refractor,false,,Darin Erstad,Bronze
base,38,Bronze Refractor,false,,Gregg Jefferies,Bronze
base,39,Bronze Refractor,false,,Jeff D'Amico,Bronze
base,40,Bronze Refractor,false,,Pedro Martinez,Bronze
base,41,Bronze Refractor,false,,Nomar Garciaparra,Bronze
base,42,Bronze Refractor,false,,Jose Valentin,Bronze
base,43,Bronze Refractor,false,,Pat Hentgen,Bronze
base,44,Bronze Refractor,false,,Will Clark,Bronze
base,45,Bronze Refractor,false,,Bernie Williams,Bronze
base,46,Bronze Refractor,false,,Luis Castillo,Bronze
base,47,Bronze Refractor,false,,B.J. Surhoff,Bronze
base,48,Bronze Refractor,false,,Greg Gagne,Bronze
base,49,Bronze Refractor,false,,Pete Schourek,Bronze
base,50,Bronze Refractor,false,,Mike Piazza,Bronze
base,51,Bronze Refractor,false,,Dwight Gooden,Bronze
base,52,Bronze Refractor,false,,Javy Lopez,Bronze
base,53,Bronze Refractor,false,,Chuck Finley,Bronze
base,54,Bronze Refractor,false,,James Baldwin,Bronze
base,55,Bronze Refractor,false,,Jack McDowell,Bronze
base,56,Bronze Refractor,false,,Royce Clayton,Bronze
base,57,Bronze Refractor,false,,Carlos Delgado,Bronze
base,58,Bronze Refractor,false,,Neifi Perez,Bronze
base,59,Bronze Refractor,false,,Eddie Taubensee,Bronze
base,60,Bronze Refractor,false,,Rafael Palmeiro,Bronze
base,61,Bronze Refractor,false,,Marty Cordova,Bronze
base,62,Bronze Refractor,false,,Wade Boggs,Bronze
base,63,Bronze Refractor,false,,Rickey Henderson,Bronze
base,64,Bronze Refractor,false,,Mike Hampton,Bronze
base,65,Bronze Refractor,false,,Troy Percival,Bronze
base,66,Bronze Refractor,false,,Barry Larkin,Bronze
base,67,Bronze Refractor,false,,Jermaine Allensworth,Bronze
base,68,Bronze Refractor,false,,Mark Clark,Bronze
base,69,Bronze Refractor,false,,Mike Lansing,Bronze
base,70,Bronze Refractor,false,,Mark Grudzielanek,Bronze
base,71,Bronze Refractor,false,,Todd Stottlemyre,Bronze
base,72,Bronze Refractor,false,,Juan Guzman,Bronze
base,73,Bronze Refractor,false,,John Burkett,Bronze
base,74,Bronze Refractor,false,,Wilson Alvarez,Bronze
base,75,Bronze Refractor,false,,Ellis Burks,Bronze
base,76,Bronze Refractor,false,,Bob Higginson,Bronze
base,77,Bronze Refractor,false,,Ricky Bottalico,Bronze
base,78,Bronze Refractor,false,,Omar Vizquel,Bronze
