category,cardNumber,parallel,isAuto,printRun,player,rarity
base,BNR-AJ,Prism Refractor,false,,Aaron Judge,
base,BNR-AJ,Gold Prism Refractor,false,50,Aaron Judge,
base,BNR-AJ,Orange Prism Refractor,false,25,Aaron Judge,
base,BNR-AJ,Red Prism Refractor,false,5,Aaron Judge,
base,BNR-AJ,Black Prism Refractor,false,1,Aaron Judge,
base,BNR-AM,Prism Refractor,false,,Andrew McCutchen,
base,BNR-AM,Gold Prism Refractor,false,50,Andrew McCutchen,
base,BNR-AM,Orange Prism Refractor,false,25,Andrew McCutchen,
base,BNR-AM,Red Prism Refractor,false,5,Andrew McCutchen,
base,BNR-AM,Black Prism Refractor,false,1,Andrew McCutchen,
base,BNR-AR,Prism Refractor,false,,Anthony Rizzo,
base,BNR-AR,Gold Prism Refractor,false,50,Anthony Rizzo,
base,BNR-AR,Orange Prism Refractor,false,25,Anthony Rizzo,
base,BNR-AR,Red Prism Refractor,false,5,Anthony Rizzo,
base,BNR-AR,Black Prism Refractor,false,1,Anthony Rizzo,
base,BNR-BG,Prism Refractor,false,,Bob Gibson,
base,BNR-BG,Gold Prism Refractor,false,50,Bob Gibson,
base,BNR-BG,Orange Prism Refractor,false,25,Bob Gibson,
base,BNR-BG,Red Prism Refractor,false,5,Bob Gibson,
base,BNR-BG,Black Prism Refractor,false,1,Bob Gibson,
base,BNR-BS,Prism Refractor,false,,Brady Singer,
base,BNR-BS,Gold Prism Refractor,false,50,Brady Singer,
base,BNR-BS,Orange Prism Refractor,false,25,Brady Singer,
base,BNR-BS,Red Prism Refractor,false,5,Brady Singer,
base,BNR-BS,Black Prism Refractor,false,1,Brady Singer,
base,BNR-CM,Prism Refractor,false,,Casey Mize,
base,BNR-CM,Gold Prism Refractor,false,50,Casey Mize,
base,BNR-CM,Orange Prism Refractor,false,25,Casey Mize,
base,BNR-CM,Red Prism Refractor,false,5,Casey Mize,
base,BNR-CM,Black Prism Refractor,false,1,Casey Mize,
base,BNR-DC,Prism Refractor,false,,Dylan Cease,
base,BNR-DC,Gold Prism Refractor,false,50,Dylan Cease,
base,BNR-DC,Orange Prism Refractor,false,25,Dylan Cease,
base,BNR-DC,Red Prism Refractor,false,5,Dylan Cease,
base,BNR-DC,Black Prism Refractor,false,1,Dylan Cease,
base,BNR-DG,Prism Refractor,false,,Didi Gregorius,
base,BNR-DG,Gold Prism Refractor,false,50,Didi Gregorius,
base,BNR-DG,Orange Prism Refractor,false,25,Didi Gregorius,
base,BNR-DG,Red Prism Refractor,false,5,Didi Gregorius,
base,BNR-DG,Black Prism Refractor,false,1,Didi Gregorius,
base,BNR-EJ,Prism Refractor,false,,Eloy Jimenez,
base,BNR-EJ,Gold Prism Refractor,false,50,Eloy Jimenez,
base,BNR-EJ,Orange Prism Refractor,false,25,Eloy Jimenez,
base,BNR-EJ,Red Prism Refractor,false,5,Eloy Jimenez,
base,BNR-EJ,Black Prism Refractor,false,1,Eloy Jimenez,
base,BNR-FL,Prism Refractor,false,,Francisco Lindor,
base,BNR-FL,Gold Prism Refractor,false,50,Francisco Lindor,
base,BNR-FL,Orange Prism Refractor,false,25,Francisco Lindor,
base,BNR-FL,Red Prism Refractor,false,5,Francisco Lindor,
base,BNR-FL,Black Prism Refractor,false,1,Francisco Lindor,
base,BNR-FT,Prism Refractor,false,,Frank Thomas,
base,BNR-FT,Gold Prism Refractor,false,50,Frank Thomas,
base,BNR-FT,Orange Prism Refractor,false,25,Frank Thomas,
base,BNR-FT,Red Prism Refractor,false,5,Frank Thomas,
base,BNR-FT,Black Prism Refractor,false,1,Frank Thomas,
base,BNR-FTJ,Prism Refractor,false,,Fernando Tatis Jr.,
base,BNR-FTJ,Gold Prism Refractor,false,50,Fernando Tatis Jr.,
base,BNR-FTJ,Orange Prism Refractor,false,25,Fernando Tatis Jr.,
base,BNR-FTJ,Red Prism Refractor,false,5,Fernando Tatis Jr.,
base,BNR-FTJ,Black Prism Refractor,false,1,Fernando Tatis Jr.,
base,BNR-HA,Prism Refractor,false,,Hank Aaron,
base,BNR-HA,Gold Prism Refractor,false,50,Hank Aaron,
base,BNR-HA,Orange Prism Refractor,false,25,Hank Aaron,
base,BNR-HA,Red Prism Refractor,false,5,Hank Aaron,
base,BNR-HA,Black Prism Refractor,false,1,Hank Aaron,
base,BNR-I,Prism Refractor,false,,Ichiro,
base,BNR-I,Gold Prism Refractor,false,50,Ichiro,
base,BNR-I,Orange Prism Refractor,false,25,Ichiro,
base,BNR-I,Red Prism Refractor,false,5,Ichiro,
base,BNR-I,Black Prism Refractor,false,1,Ichiro,
base,BNR-IH,Prism Refractor,false,,Ian Happ,
base,BNR-IH,Gold Prism Refractor,false,50,Ian Happ,
base,BNR-IH,Orange Prism Refractor,false,25,Ian Happ,
base,BNR-IH,Red Prism Refractor,false,5,Ian Happ,
base,BNR-IH,Black Prism Refractor,false,1,Ian Happ,
