category,cardNumber,parallel,isAuto,printRun,player
auto-dual-patch-autographs-psychedelic,1,,true,5,Dameon PierceJohn Metchie III
auto-dual-patch-autographs-psychedelic,2,,true,5,Pierre Strong Jr.Tyquan Thornton
auto-dual-patch-autographs-psychedelic,3,,true,5,Breece HallGarrett Wilson
auto-dual-patch-autographs-psychedelic,4,,true,5,Calvin Austin IIIGeorge Pickens
auto-dual-patch-autographs-psychedelic,5,,true,5,Hassan HaskinsTreylon Burks
auto-dual-patch-autographs-psychedelic,6,,true,5,Desmond RidderDrake London
auto-dual-patch-autographs-psychedelic,7,,true,5,Christian WatsonRomeo Doubs
auto-dual-patch-autographs-psychedelic,8,,true,5,Danny GrayTyrion Davis-Price
auto-dual-patch-autographs-psychedelic,9,,true,5,Brian Robinson Jr.Jahan Dotson
auto-dual-patch-autographs-psychedelic,10,,true,5,Kenny PickettMalik Willis
auto-dual-patch-autographs-psychedelic,11,,true,5,Matt CorralSam Howell
auto-dual-patch-autographs-psychedelic,12,,true,5,Chris OlaveJameson Williams
auto-dual-patch-autographs-psychedelic,14,,true,5,Alec PierceSkyy Moore
auto-dual-patch-autographs-psychedelic,15,,true,5,Aidan HutchinsonTravon Walker
auto-dual-patch-autographs-psychedelic,16,,true,5,"Ahmad ""Sauce"" GardnerKyle Hamilton"
