category,cardNumber,parallel,isAuto,printRun,player
auto-rookie-autographs-psychedelic,1,,true,5,Derek Stingley Jr.
auto-rookie-autographs-psychedelic,2,,true,5,Kayvon Thibodeaux
auto-rookie-autographs-psychedelic,4,,true,5,Evan Neal
auto-rookie-autographs-psychedelic,6,,true,5,Jordan Davis
auto-rookie-autographs-psychedelic,7,,true,5,Trent McDuffie
auto-rookie-autographs-psychedelic,11,,true,5,Devonte Wyatt
auto-rookie-autographs-psychedelic,14,,true,5,Lewis Cine
auto-rookie-autographs-psychedelic,15,,true,5,Logan Hall
auto-rookie-autographs-psychedelic,16,,true,5,Roger McCreary
auto-rookie-autographs-psychedelic,17,,true,5,Jalen Pitre
auto-rookie-autographs-psychedelic,20,,true,5,David Ojabo
auto-rookie-autographs-psychedelic,21,,true,5,Phidarian Mathis
auto-rookie-autographs-psychedelic,22,,true,5,Jaquan Brisker
auto-rookie-autographs-psychedelic,23,,true,5,Alontae Taylor
auto-rookie-autographs-psychedelic,24,,true,5,Sam Williams
auto-rookie-autographs-psychedelic,25,,true,5,Cam Taylor-Britt
auto-rookie-autographs-psychedelic,26,,true,5,Kyren Williams
auto-rookie-autographs-psychedelic,28,,true,5,Jelani Woods
auto-rookie-autographs-psychedelic,29,,true,5,Greg Dulcich
auto-rookie-autographs-psychedelic,30,,true,5,Nakobe Dean
auto-rookie-autographs-psychedelic,31,,true,5,DeMarvin Leal
auto-rookie-autographs-psychedelic,33,,true,5,Cade Otton
auto-rookie-autographs-psychedelic,34,,true,5,Jake Ferguson
auto-rookie-autographs-psychedelic,35,,true,5,Isaiah Likely
auto-rookie-autographs-psychedelic,36,,true,5,Tyler Allgeier
auto-rookie-autographs-psychedelic,37,,true,5,Jerome Ford
auto-rookie-autographs-psychedelic,38,,true,5,Kyle Philips
auto-rookie-autographs-psychedelic,39,,true,5,Skylar Thompson
auto-rookie-autographs-psychedelic,40,,true,5,Brock Purdy
